Date,port_ret,turnover,mkt_ret,cost,slippage,strat_ret,equity,mkt_equity,cum_strat,cum_mkt,drawdown
2010-11-16,0.0,0.0,0.0005828400735456984,0.0,0.0,0.0,100000.0,103465.59200650999,1.0,1.0346559200651,0.0
2010-11-17,0.0,0.0,0.014660214914858916,0.0,0.0,0.0,100000.0,104982.41982161853,1.0,1.0498241982161853,0.0
2010-11-18,0.0,0.0,0.002679157722453196,0.0,0.0,0.0,100000.0,105263.68428240545,1.0,1.0526368428240545,0.0
2010-11-19,0.0,0.0,-0.0009542749618038915,0.0,0.0,0.0,100000.0,105163.23378410752,1.0,1.0516323378410752,0.0
2010-11-22,0.0,0.0,-0.014328015713243825,0.0,0.0,0.0,100000.0,103656.45331799329,1.0,1.036564533179933,0.0
2010-11-23,0.0,0.0,0.014633147311856609,0.0,0.0,0.0,100000.0,105173.27346922008,1.0,1.0517327346922007,0.0
2010-11-24,0.0,0.0,-0.011461289238006378,0.0,0.0,0.0,100000.0,103967.8521618814,1.0,1.039678521618814,0.0
2010-11-26,0.0,0.0,0.0028985802102203806,0.0,0.0,0.0,100000.0,104269.21132065693,1.0,1.0426921132065694,0.0
2010-11-29,0.0,0.0,-0.005587686069387532,0.0,0.0,0.0,100000.0,103686.5877010945,1.0,1.036865877010945,0.0
2010-11-30,0.0,0.0,0.021313669077935637,0.0,0.0,0.0,100000.0,105896.52931917597,1.0,1.0589652931917597,0.0
2010-12-01,0.0,0.0,0.012805904928565814,0.0,0.0,0.0,100000.0,107252.63020590242,1.0,1.072526302059024,0.0
2010-12-02,0.0,0.0,0.002809806698418571,0.0,0.0,0.0,100000.0,107553.98936467797,1.0,1.0755398936467797,0.0
2010-12-03,0.0,0.0,-0.0011207877736441052,0.0,0.0,0.0,100000.0,107433.4441683914,1.0,1.074334441683914,0.0
2010-12-06,0.0,0.0,0.0005610583422206439,0.0,0.0,0.0,100000.0,107493.72059847557,1.0,1.0749372059847557,0.0
2010-12-07,0.0,0.0,0.0037379825987637894,0.0,0.0,0.0,100000.0,107895.53025554905,1.0,1.0789553025554905,0.0
2010-12-08,0.0,0.0,0.003817112175180659,0.0,0.0,0.0,100000.0,108307.37959773508,1.0,1.0830737959773509,0.0
2010-12-09,0.0,0.0,0.0056575831207392735,0.0,0.0,0.0,100000.0,108920.13760039874,1.0,1.0892013760039874,0.0
2010-12-10,0.0,0.0,0.0006455749758111917,0.0,0.0,0.0,100000.0,108990.45371559546,1.0,1.0899045371559546,0.0
2010-12-13,0.0,0.0,0.0009216449227751333,0.0,0.0,0.0,100000.0,109090.9042138934,1.0,1.090909042138934,0.0
2010-12-14,0.0,0.0,-0.004511950926834429,0.0,0.0,0.0,100000.0,108598.69140751632,1.0,1.0859869140751632,0.0
2010-12-15,0.0,0.0,0.005827372582196233,0.0,0.0,0.0,100000.0,109231.53644428687,1.0,1.0923153644428687,0.0
2010-12-16,0.0,0.0,-0.004322247838297266,0.0,0.0,0.0,100000.0,108759.41067201666,1.0,1.0875941067201667,0.0
2010-12-17,0.0,0.0,0.0024938051245264603,0.0,0.0,0.0,100000.0,109030.63544769102,1.0,1.0903063544769103,0.0
2010-12-20,0.0,0.0,0.006449207134123558,0.0,0.0,0.0,100000.0,109733.7965996583,1.0,1.097337965996583,0.0
2010-12-21,0.0,0.0,0.0032039406899071476,0.0,0.0,0.0,100000.0,110085.37717564193,1.0,1.1008537717564193,0.0
2010-12-22,0.0,0.0,-0.0013686823751860588,0.0,0.0,0.0,100000.0,109934.70526013592,1.0,1.0993470526013591,0.0
2010-12-23,0.0,0.0,0.00045682950701730896,0.0,0.0,0.0,100000.0,109984.92667734399,1.0,1.0998492667734399,0.0
2010-12-27,0.0,0.0,0.0011873676623344043,0.0,0.0,0.0,100000.0,110115.51922262488,1.0,1.1011551922262488,0.0
2010-12-28,0.0,0.0,0.0005473230896777537,0.0,0.0,0.0,100000.0,110175.78798882727,1.0,1.1017578798882728,0.0
2010-12-29,0.0,0.0,-0.001276434985949093,0.0,0.0,0.0,100000.0,110035.15575843383,1.0,1.1003515575843383,0.0
2010-12-30,0.0,0.0,0.00027386141177787593,0.0,0.0,0.0,100000.0,110065.29014153504,1.0,1.1006529014153503,0.0
2010-12-31,0.0,0.0,0.010130515774784632,0.0,0.0,0.0,100000.0,111180.30829957011,1.0,1.111803082995701,0.0
2011-01-03,0.0,0.0,-0.0006324511621902396,0.0,0.0,0.0,100000.0,111109.99218437339,1.0,1.1110999218437339,0.0
2011-01-04,0.0,0.0,0.00533402345750833,0.0,0.0,0.0,100000.0,111702.65548904841,1.0,1.117026554890484,0.0
2011-01-05,0.0,0.0,-0.0019783596883639065,0.0,0.0,0.0,100000.0,111481.66745834566,1.0,1.1148166745834567,0.0
2011-01-06,0.0,0.0,-0.0019823500995540533,0.0,0.0,0.0,100000.0,111260.67176376116,1.0,1.1126067176376115,0.0
2011-01-07,0.0,0.0,-0.0013542932736170243,0.0,0.0,0.0,100000.0,111109.99218437339,1.0,1.1110999218437339,0.0
2011-01-10,0.0,0.0,0.003706681407218637,0.0,0.0,0.0,100000.0,111521.84152655942,1.0,1.1152184152655942,0.0
2011-01-11,0.0,0.0,0.008917361944686064,0.0,0.0,0.0,100000.0,112516.32215218968,1.0,1.1251632215218967,0.0
2011-01-12,0.0,0.0,-0.0016962988820869995,0.0,0.0,0.0,100000.0,112325.46084070638,1.0,1.1232546084070638,0.0
2011-01-13,0.0,0.0,0.007422659929528841,0.0,0.0,0.0,100000.0,113159.21453795454,1.0,1.1315921453795454,0.0
2011-01-14,0.0,0.0,0.0015978721947413899,0.0,0.0,0.0,100000.0,113340.02850044351,1.0,1.1334002850044351,0.0
2011-01-18,0.0,0.0,-0.00983781434315334,0.0,0.0,0.0,100000.0,112225.01034240844,1.0,1.1222501034240844,0.0
2011-01-19,0.0,0.0,-0.0012531273551623645,0.0,0.0,0.0,100000.0,112084.378112015,1.0,1.12084378112015,0.0
2011-01-20,0.0,0.0,0.0021509039239209216,0.0,0.0,0.0,100000.0,112325.46084070636,1.0,1.1232546084070636,0.0
2011-01-21,0.0,0.0,0.005723478728269615,0.0,0.0,0.0,100000.0,112968.35322647123,1.0,1.1296835322647123,0.0
2011-01-24,0.0,0.0,0.0006224408269079884,0.0,0.0,0.0,100000.0,113038.66934166795,1.0,1.1303866934166795,0.0
2011-01-25,0.0,0.0,0.0038212059880951,0.0,0.0,0.0,100000.0,113470.61338184263,1.0,1.1347061338184263,0.0
2011-01-26,0.0,0.0,0.0025672885789462807,0.0,0.0,0.0,100000.0,113761.92519162387,1.0,1.1376192519162387,0.0
2011-01-27,0.0,0.0,-0.017571725066397592,0.0,0.0,0.0,100000.0,111762.93191913256,1.0,1.1176293191913256,0.0
2011-01-28,0.0,0.0,0.007549850096731925,0.0,0.0,0.0,100000.0,112606.72530149326,1.0,1.1260672530149327,0.0
2011-01-31,0.0,0.0,0.015967894200646038,0.0,0.0,0.0,100000.0,114404.81757738872,1.0,1.1440481757738872,0.0
2011-02-01,0.0,0.0,-0.0019316991999485111,0.0,0.0,0.0,100000.0,114183.82188280423,1.0,1.1418382188280423,0.0
2011-02-02,0.0,0.0,0.0021993490281264627,0.0,0.0,0.0,100000.0,114434.95196048994,1.0,1.1443495196048994,0.0
2011-02-03,0.0,0.0,0.002984585434955278,0.0,0.0,0.0,100000.0,114776.49285136102,1.0,1.1477649285136102,0.0
2011-02-04,0.0,0.0,0.006213889998235134,0.0,0.0,0.0,100000.0,115489.70135232259,1.0,1.154897013523226,0.0
2011-02-07,0.0,0.0,0.004522889775987693,0.0,0.0,0.0,100000.0,116012.04854180089,1.0,1.160120485418009,0.0
2011-02-08,0.0,0.0,-0.002078083541508291,0.0,0.0,0.0,100000.0,115770.96581310953,1.0,1.1577096581310953,0.0
2011-02-09,0.0,0.0,0.00026029309585151594,0.0,0.0,0.0,100000.0,115801.10019621075,1.0,1.1580110019621075,0.0
2011-02-10,0.0,0.0,0.005898684180918767,0.0,0.0,0.0,100000.0,116484.17431407112,1.0,1.1648417431407112,0.0
2011-02-11,0.0,0.0,0.0024146152251425246,0.0,0.0,0.0,100000.0,116765.43877485803,1.0,1.1676543877485803,0.0
2011-02-14,0.0,0.0,-0.003183027563551155,0.0,0.0,0.0,100000.0,116393.77116476752,1.0,1.1639377116476752,0.0
2011-02-15,0.0,0.0,0.006300126954649654,0.0,0.0,0.0,100000.0,117127.066699836,1.0,1.17127066699836,0.0
2011-02-16,0.0,0.0,0.005231566194976889,0.0,0.0,0.0,100000.0,117739.82470249967,1.0,1.1773982470249966,0.0
2011-02-17,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,117739.82470249967,1.0,1.1773982470249966,0.0
2011-02-18,0.0,0.0,-0.020134806149522455,0.0,0.0,0.0,100000.0,115369.15615603607,1.0,1.1536915615603607,0.0
2011-02-22,0.0,0.0,-0.006181968601703058,0.0,0.0,0.0,100000.0,114655.94765507447,1.0,1.1465594765507447,0.0
2011-02-23,0.0,0.0,-0.0007884732641656456,0.0,0.0,0.0,100000.0,114565.54450577087,1.0,1.1456554450577088,0.0
2011-02-24,0.0,0.0,0.010784705783662973,0.0,0.0,0.0,100000.0,115801.10019621077,1.0,1.1580110019621077,0.0
2011-02-25,0.0,0.0,0.006245673389375872,0.0,0.0,0.0,100000.0,116524.3560461667,1.0,1.1652435604616669,0.0
2011-02-28,0.0,0.0,-0.016724158977640124,0.0,0.0,0.0,100000.0,114575.58419088346,1.0,1.1457558419088345,0.0
2011-03-01,0.0,0.0,0.002191828908917559,0.0,0.0,0.0,100000.0,114826.71426856914,1.0,1.1482671426856914,0.0
2011-03-02,0.0,0.0,0.017146348756310603,0.0,0.0,0.0,100000.0,116795.57315795925,1.0,1.1679557315795925,0.0
2011-03-03,0.0,0.0,-0.007482541862095959,0.0,0.0,0.0,100000.0,115921.64539249735,1.0,1.1592164539249734,0.0
2011-03-04,0.0,0.0,-0.007885646881081732,0.0,0.0,0.0,100000.0,115007.52823105812,1.0,1.1500752823105813,0.0
2011-03-07,0.0,0.0,0.008821749978825677,0.0,0.0,0.0,100000.0,116022.09589079526,1.0,1.1602209589079526,0.0
2011-03-08,0.0,0.0,-0.0014718456185741635,0.0,0.0,0.0,100000.0,115851.3292773006,1.0,1.158513292773006,0.0
2011-03-09,0.0,0.0,-0.018382057685974895,0.0,0.0,0.0,100000.0,113721.74345952838,1.0,1.137217434595284,0.0
2011-03-10,0.0,0.0,0.006713206804845884,0.0,0.0,0.0,100000.0,114485.18104157982,1.0,1.1448518104157983,0.0
2011-03-11,0.0,0.0,-0.0058787238902267,0.0,0.0,0.0,100000.0,113812.15427271376,1.0,1.1381215427271376,0.0
2011-03-14,0.0,0.0,-0.011562269661986146,0.0,0.0,0.0,100000.0,112496.22745420107,1.0,1.1249622745420107,0.0
2011-03-15,0.0,0.0,-0.018573035461527332,0.0,0.0,0.0,100000.0,110406.83103240615,1.0,1.1040683103240614,0.0
2011-03-16,0.0,0.0,0.013374520446998828,0.0,0.0,0.0,100000.0,111883.4694515374,1.0,1.118834694515374,0.0
2011-03-17,0.0,0.0,0.003501520912781997,0.0,0.0,0.0,100000.0,112275.23175961655,1.0,1.1227523175961656,0.0
2011-03-18,0.0,0.0,0.015567733250638982,0.0,0.0,0.0,100000.0,114023.10261830394,1.0,1.1402310261830393,0.0
2011-03-21,0.0,0.0,-0.003435815190809155,0.0,0.0,0.0,100000.0,113631.34031022477,1.0,1.1363134031022477,0.0
2011-03-22,0.0,0.0,0.0029172046821765996,0.0,0.0,0.0,100000.0,113962.82618821975,1.0,1.1396282618821976,0.0
2011-03-23,0.0,0.0,0.009519628559773397,0.0,0.0,0.0,100000.0,115047.70996315363,1.0,1.1504770996315363,0.0
2011-03-24,0.0,0.0,0.0030559545782895547,0.0,0.0,0.0,100000.0,115399.29053913726,1.0,1.1539929053913727,0.0
2011-03-25,0.0,0.0,-0.0025243812888298134,0.0,0.0,0.0,100000.0,115107.97872935604,1.0,1.1510797872935603,0.0
2011-03-28,0.0,0.0,0.00680693283549294,0.0,0.0,0.0,100000.0,115891.5110093961,1.0,1.158915110093961,0.0
2011-03-29,0.0,0.0,0.006847541793533862,0.0,0.0,0.0,100000.0,116685.08297454874,1.0,1.1668508297454874,0.0
2011-03-30,0.0,0.0,-0.001377441951317393,0.0,0.0,0.0,100000.0,116524.35604616665,1.0,1.1652435604616664,0.0
2011-03-31,0.0,0.0,0.004224119515254587,0.0,0.0,0.0,100000.0,117016.56885254373,1.0,1.1701656885254372,0.0
2011-04-01,0.0,0.0,0.00085842970173311,0.0,0.0,0.0,100000.0,117117.01935084164,1.0,1.1711701935084164,0.0
2011-04-04,0.0,0.0,-0.00017151251131741763,0.0,0.0,0.0,100000.0,117096.93231673478,1.0,1.1709693231673477,0.0
2011-04-05,0.0,0.0,0.003345624008487924,0.0,0.0,0.0,100000.0,117488.69462481393,1.0,1.1748869462481393,0.0
2011-04-06,0.0,0.0,-0.0026504579430601805,0.0,0.0,0.0,100000.0,117177.29578092582,1.0,1.1717729578092582,0.0
2011-04-07,0.0,0.0,-0.003429074330446258,0.0,0.0,0.0,100000.0,116775.48612385233,1.0,1.1677548612385233,0.0
2011-04-08,0.0,0.0,-0.003096779443884423,0.0,0.0,0.0,100000.0,116413.85819887438,1.0,1.1641385819887438,0.0
2011-04-11,0.0,0.0,-0.007420835403234793,0.0,0.0,0.0,100000.0,115549.97011852502,1.0,1.1554997011852501,0.0
2011-04-12,0.0,0.0,-8.695241534040221e-05,0.0,0.0,0.0,100000.0,115539.92276953069,1.0,1.155399227695307,0.0
2011-04-13,0.0,0.0,0.0007825071284297547,0.0,0.0,0.0,100000.0,115630.33358271606,1.0,1.1563033358271606,0.0
2011-04-14,0.0,0.0,0.003648667941259065,0.0,0.0,0.0,100000.0,116052.23027389642,1.0,1.1605223027389642,0.0
2011-04-15,0.0,0.0,-0.011165938969597833,0.0,0.0,0.0,100000.0,114756.39815337237,1.0,1.1475639815337237,0.0
2011-04-18,0.0,0.0,0.005689789373543475,0.0,0.0,0.0,100000.0,115409.33788813154,1.0,1.1540933788813155,0.0
2011-04-19,0.0,0.0,0.013491192096720228,0.0,0.0,0.0,100000.0,116966.34743533563,1.0,1.1696634743533563,0.0
2011-04-20,0.0,0.0,0.005410488150195514,0.0,0.0,0.0,100000.0,117599.19247210615,1.0,1.1759919247210615,0.0
2011-04-21,0.0,0.0,-0.0011104232831369298,0.0,0.0,0.0,100000.0,117468.60759070703,1.0,1.1746860759070703,0.0
2011-04-25,0.0,0.0,0.008465861493936355,0.0,0.0,0.0,100000.0,118463.08055245552,1.0,1.1846308055245551,0.0
2011-04-26,0.0,0.0,0.006614082737881999,0.0,0.0,0.0,100000.0,119246.60516861382,1.0,1.1924660516861383,0.0
2011-04-27,0.0,0.0,0.0032853120432669858,0.0,0.0,0.0,100000.0,119638.36747669299,1.0,1.1963836747669299,0.0
2011-04-28,0.0,0.0,0.002183057427049162,0.0,0.0,0.0,100000.0,119899.54490337303,1.0,1.1989954490337302,0.0
2011-04-29,0.0,0.0,-0.0014242473866958871,0.0,0.0,0.0,100000.0,119728.77828987836,1.0,1.1972877828987836,0.0
2011-05-02,0.0,0.0,-0.003607687695007522,0.0,0.0,0.0,100000.0,119296.83424970368,1.0,1.1929683424970368,0.0
2011-05-03,0.0,0.0,-0.00673630041569151,0.0,0.0,0.0,100000.0,118493.21493555671,1.0,1.1849321493555671,0.0
2011-05-04,0.0,0.0,-0.008901283744596866,0.0,0.0,0.0,100000.0,117438.47320760581,1.0,1.174384732076058,0.0
2011-05-05,0.0,0.0,0.004191239829105742,0.0,0.0,0.0,100000.0,117930.6860139829,1.0,1.1793068601398289,0.0
2011-05-06,0.0,0.0,0.003918220430101593,0.0,0.0,0.0,100000.0,118392.76443725877,1.0,1.1839276443725877,0.0
2011-05-09,0.0,0.0,0.008739171677947688,0.0,0.0,0.0,100000.0,119427.4191311028,1.0,1.194274191311028,0.0
2011-05-10,0.0,0.0,-0.010766244308756612,0.0,0.0,0.0,100000.0,118141.63435957307,1.0,1.1814163435957308,0.0
2011-05-11,0.0,0.0,0.004846524035933442,0.0,0.0,0.0,100000.0,118714.2106301412,1.0,1.187142106301412,0.0
2011-05-12,0.0,0.0,-0.007615514668766643,0.0,0.0,0.0,100000.0,117810.14081769632,1.0,1.1781014081769632,0.0
2011-05-13,0.0,0.0,-0.00639495231758469,0.0,0.0,0.0,100000.0,117056.7505846392,1.0,1.170567505846392,0.0
2011-05-16,0.0,0.0,-0.00017160081760814183,0.0,0.0,0.0,100000.0,117036.66355053232,1.0,1.1703666355053233,0.0
2011-05-17,0.0,0.0,0.00892628011723251,0.0,0.0,0.0,100000.0,118081.36559337068,1.0,1.1808136559337068,0.0
2011-05-18,0.0,0.0,0.002296866321198854,0.0,0.0,0.0,100000.0,118352.58270516327,1.0,1.1835258270516327,0.0
2011-05-19,0.0,0.0,-0.0077236125876073425,0.0,0.0,0.0,100000.0,117438.47320760583,1.0,1.1743847320760583,0.0
2011-05-20,0.0,0.0,-0.01171843900152103,0.0,0.0,0.0,100000.0,116062.27762289075,1.0,1.1606227762289074,0.0
2011-05-23,0.0,0.0,-0.0008654879117943048,0.0,0.0,0.0,100000.0,115961.82712459282,1.0,1.1596182712459282,0.0
2011-05-24,0.0,0.0,0.0032917294298469013,0.0,0.0,0.0,100000.0,116343.54208367765,1.0,1.1634354208367765,0.0
2011-05-25,0.0,0.0,0.004576055782191224,0.0,0.0,0.0,100000.0,116875.93662215027,1.0,1.1687593662215028,0.0
2011-05-26,0.0,0.0,0.003953580494244546,0.0,0.0,0.0,100000.0,117338.01504542617,1.0,1.1733801504542618,0.0
2011-05-27,0.0,0.0,0.010358694544666092,0.0,0.0,0.0,100000.0,118553.48370175918,1.0,1.1855348370175918,0.0
2011-05-31,0.0,0.0,-0.02236908544941507,0.0,0.0,0.0,100000.0,115901.5506945087,1.0,1.159015506945087,0.0
2011-06-01,0.0,0.0,-0.0009533767808119764,0.0,0.0,0.0,100000.0,115791.05284721644,1.0,1.1579105284721645,0.0
2011-06-02,0.0,0.0,-0.010150066825873272,0.0,0.0,0.0,100000.0,114615.76592297897,1.0,1.1461576592297897,0.0
2011-06-03,0.0,0.0,-0.010429402523450704,0.0,0.0,0.0,100000.0,113420.39196463463,1.0,1.1342039196463463,0.0
2011-06-06,0.0,0.0,-0.0007085451107954333,0.0,0.0,0.0,100000.0,113340.02850044359,1.0,1.1334002850044358,0.0
2011-06-07,0.0,0.0,-0.0041655695566403805,0.0,0.0,0.0,100000.0,112867.90272817337,1.0,1.1286790272817337,0.0
2011-06-08,0.0,0.0,0.007653974774652461,0.0,0.0,0.0,100000.0,113731.79080852274,1.0,1.1373179080852274,0.0
2011-06-09,0.0,0.0,-0.01395514762426775,0.0,0.0,0.0,100000.0,112144.64687821746,1.0,1.1214464687821746,0.0
2011-06-10,0.0,0.0,0.0007166054415268519,0.0,0.0,0.0,100000.0,112225.01034240851,1.0,1.122250103424085,0.0
2011-06-13,0.0,0.0,0.012799859376575018,0.0,0.0,0.0,100000.0,113661.47469332602,1.0,1.1366147469332601,0.0
2011-06-14,-0.0029915892404377867,0.1,-0.01767565155129558,5e-05,2e-05,-0.003061589240437787,99693.84107595622,111652.43407184038,0.9969384107595622,1.1165243407184038,-0.003061589240437721
2011-06-15,-0.001060070454874784,0.0,0.0020692372863846398,0.0,0.0,-0.001060070454874784,99588.15858049862,111883.46945153744,0.9958815858049862,1.1188346945153744,-0.004118414195013715
2011-06-16,-0.0010714283502610501,0.0,0.0028730445566105267,0.0,0.0,-0.0010714283502610501,99481.45700404518,112204.91564441987,0.9948145700404518,1.1220491564441988,-0.0051854299595481485
2011-06-17,0.0015753247797894998,0.0,0.005192496391234869,0.0,0.0,0.0015753247797894998,99638.17260839323,112787.53926398235,0.9963817260839323,1.1278753926398235,-0.003618273916067665
2011-06-20,0.003424870864181129,0.0,0.013804801109809084,0.0,0.0,0.003424870864181129,99979.42048271996,114344.54881118641,0.9997942048271996,1.143445488111864,-0.0002057951728004243
2011-06-21,-0.006248041854178932,0.0,-0.00606169226308495,0.0,0.0,-0.006248041854178932,99354.74487898736,113651.42734433169,0.9935474487898736,1.136514273443317,-0.006452551210126338
2011-06-22,0.0014328567207472,0.0,-0.0029167565214330837,0.0,0.0,0.0014328567207472,99497.10599292534,113319.93380245494,0.9949710599292534,1.1331993380245493,-0.005028940070746561
2011-06-23,-0.0015440250080720808,0.0,-0.011523760752570333,0.0,0.0,-0.0015440250080720808,99343.47997304147,112014.06199681833,0.9934347997304147,1.1201406199681834,-0.006565200269585264
2011-06-24,0.0030697367279684863,0.0,0.008788410983454398,0.0,0.0,0.0030697367279684863,99648.4383021989,112998.48760957252,0.996484383021989,1.1299848760957252,-0.003515616978010913
2011-06-27,-0.00032372442893153776,0.0,0.012978923568304879,0.0,0.0,-0.00032372442893153776,99616.1796684156,114465.0863435912,0.9961617966841559,1.144650863435912,-0.003838203315843964
2011-06-28,0.0011692065355586978,0.0,0.008688069501342266,0.0,0.0,0.0011692065355586978,99732.6515567313,115459.56696922146,0.997326515567313,1.1545956696922146,-0.0026734844326869373
2011-06-29,0.0009630855476181699,0.0,0.009396156070300421,0.0,0.0,0.0009630855476181699,99828.70263207122,116544.44308027356,0.9982870263207122,1.1654444308027356,-0.0017129736792878077
2011-06-30,0.000254371770319084,0.0,0.014738896426001347,0.0,0.0,0.000254371770319084,99854.0962358884,118262.17955585971,0.998540962358884,1.1826217955585971,-0.0014590376411159958
2011-07-01,-3.171655142422125e-05,0.0,-0.0007644947313242278,0.0,0.0,-3.171655142422125e-05,99850.92920831022,118171.76874267435,0.9985092920831022,1.1817176874267434,-0.001490707916897794
2011-07-05,0.0004124338796910765,0.0,0.001190066222159114,0.0,0.0,0.0004124338796910765,99892.11111443437,118312.4009730678,0.9989211111443438,1.1831240097306779,-0.0010788888556562488
2011-07-06,0.0013270144750587853,0.0,0.010613007411744979,0.0,0.0,0.0013270144750587853,100024.6693918274,119568.05136149631,1.000246693918274,1.195680513614963,0.0
2011-07-07,-0.001652631070596522,0.0,-0.00722507451206611,0.0,0.0,-0.001652631070596522,99859.3655153643,118704.16328114695,0.9985936551536431,1.1870416328114695,-0.0016526310705966267
2011-07-08,-0.0017755274477982753,0.0,-0.018194140299512385,0.0,0.0,-0.0017755274477982753,99682.06247097206,116544.44308027354,0.9968206247097205,1.1654444308027354,-0.0034252242265679278
2011-07-11,-0.002033567366286426,0.0,-0.0041371810155774735,0.0,0.0,-0.002033567366286426,99479.35228172697,116062.27762289079,0.9947935228172697,1.1606227762289079,-0.005451826168644917
2011-07-12,-0.0009225722673020576,0.0,0.0032888804778163916,0.0,0.0,-0.0009225722673020576,99387.57539014267,116443.99258197562,0.9938757539014267,1.1644399258197562,-0.006369368732317736
